bab,nomor_tabel,judul_tabel,wilayah,rincian,indikator,satuan,tahun,nilai_num,nilai_teks,flag,sumber
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cipatujah,,Jumlah Desa/Kelurahan,desa/kel,2021,15,15,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cipatujah,,Jumlah Desa/Kelurahan,desa/kel,2022,15,15,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cipatujah,,Jumlah Desa/Kelurahan,desa/kel,2023,15,15,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cipatujah,,Jumlah Desa/Kelurahan,desa/kel,2024,15,15,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cipatujah,,Jumlah Desa/Kelurahan,desa/kel,2025,15,15,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Karangnunggal,,Jumlah Desa/Kelurahan,desa/kel,2021,14,14,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Karangnunggal,,Jumlah Desa/Kelurahan,desa/kel,2022,14,14,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Karangnunggal,,Jumlah Desa/Kelurahan,desa/kel,2023,14,14,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Karangnunggal,,Jumlah Desa/Kelurahan,desa/kel,2024,14,14,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Karangnunggal,,Jumlah Desa/Kelurahan,desa/kel,2025,14,14,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikalong,,Jumlah Desa/Kelurahan,desa/kel,2021,13,13,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikalong,,Jumlah Desa/Kelurahan,desa/kel,2022,13,13,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikalong,,Jumlah Desa/Kelurahan,desa/kel,2023,13,13,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikalong,,Jumlah Desa/Kelurahan,desa/kel,2024,13,13,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikalong,,Jumlah Desa/Kelurahan,desa/kel,2025,13,13,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Pancatengah,,Jumlah Desa/Kelurahan,desa/kel,2021,11,11,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Pancatengah,,Jumlah Desa/Kelurahan,desa/kel,2022,11,11,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Pancatengah,,Jumlah Desa/Kelurahan,desa/kel,2023,11,11,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Pancatengah,,Jumlah Desa/Kelurahan,desa/kel,2024,11,11,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Pancatengah,,Jumlah Desa/Kelurahan,desa/kel,2025,11,11,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikatomas,,Jumlah Desa/Kelurahan,desa/kel,2021,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikatomas,,Jumlah Desa/Kelurahan,desa/kel,2022,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikatomas,,Jumlah Desa/Kelurahan,desa/kel,2023,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikatomas,,Jumlah Desa/Kelurahan,desa/kel,2024,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cikatomas,,Jumlah Desa/Kelurahan,desa/kel,2025,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cibalong,,Jumlah Desa/Kelurahan,desa/kel,2021,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cibalong,,Jumlah Desa/Kelurahan,desa/kel,2022,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cibalong,,Jumlah Desa/Kelurahan,desa/kel,2023,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cibalong,,Jumlah Desa/Kelurahan,desa/kel,2024,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Cibalong,,Jumlah Desa/Kelurahan,desa/kel,2025,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Parungponteng,,Jumlah Desa/Kelurahan,desa/kel,2021,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Parungponteng,,Jumlah Desa/Kelurahan,desa/kel,2022,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Parungponteng,,Jumlah Desa/Kelurahan,desa/kel,2023,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Parungponteng,,Jumlah Desa/Kelurahan,desa/kel,2024,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Parungponteng,,Jumlah Desa/Kelurahan,desa/kel,2025,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bantarkalong,,Jumlah Desa/Kelurahan,desa/kel,2021,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bantarkalong,,Jumlah Desa/Kelurahan,desa/kel,2022,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bantarkalong,,Jumlah Desa/Kelurahan,desa/kel,2023,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bantarkalong,,Jumlah Desa/Kelurahan,desa/kel,2024,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bantarkalong,,Jumlah Desa/Kelurahan,desa/kel,2025,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojongasih,,Jumlah Desa/Kelurahan,desa/kel,2021,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojongasih,,Jumlah Desa/Kelurahan,desa/kel,2022,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojongasih,,Jumlah Desa/Kelurahan,desa/kel,2023,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojongasih,,Jumlah Desa/Kelurahan,desa/kel,2024,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojongasih,,Jumlah Desa/Kelurahan,desa/kel,2025,6,6,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Culamega,,Jumlah Desa/Kelurahan,desa/kel,2021,5,5,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Culamega,,Jumlah Desa/Kelurahan,desa/kel,2022,5,5,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Culamega,,Jumlah Desa/Kelurahan,desa/kel,2023,5,5,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Culamega,,Jumlah Desa/Kelurahan,desa/kel,2024,5,5,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Culamega,,Jumlah Desa/Kelurahan,desa/kel,2025,5,5,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojonggambir,,Jumlah Desa/Kelurahan,desa/kel,2021,10,10,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojonggambir,,Jumlah Desa/Kelurahan,desa/kel,2022,10,10,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojonggambir,,Jumlah Desa/Kelurahan,desa/kel,2023,10,10,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojonggambir,,Jumlah Desa/Kelurahan,desa/kel,2024,10,10,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Bojonggambir,,Jumlah Desa/Kelurahan,desa/kel,2025,10,10,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sodonghilir,,Jumlah Desa/Kelurahan,desa/kel,2021,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sodonghilir,,Jumlah Desa/Kelurahan,desa/kel,2022,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sodonghilir,,Jumlah Desa/Kelurahan,desa/kel,2023,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sodonghilir,,Jumlah Desa/Kelurahan,desa/kel,2024,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sodonghilir,,Jumlah Desa/Kelurahan,desa/kel,2025,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Taraju,,Jumlah Desa/Kelurahan,desa/kel,2021,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Taraju,,Jumlah Desa/Kelurahan,desa/kel,2022,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Taraju,,Jumlah Desa/Kelurahan,desa/kel,2023,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Taraju,,Jumlah Desa/Kelurahan,desa/kel,2024,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Taraju,,Jumlah Desa/Kelurahan,desa/kel,2025,9,9,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Salawu,,Jumlah Desa/Kelurahan,desa/kel,2021,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Salawu,,Jumlah Desa/Kelurahan,desa/kel,2022,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Salawu,,Jumlah Desa/Kelurahan,desa/kel,2023,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Salawu,,Jumlah Desa/Kelurahan,desa/kel,2024,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Salawu,,Jumlah Desa/Kelurahan,desa/kel,2025,12,12,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Puspahiang,,Jumlah Desa/Kelurahan,desa/kel,2021,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Puspahiang,,Jumlah Desa/Kelurahan,desa/kel,2022,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Puspahiang,,Jumlah Desa/Kelurahan,desa/kel,2023,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Puspahiang,,Jumlah Desa/Kelurahan,desa/kel,2024,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Puspahiang,,Jumlah Desa/Kelurahan,desa/kel,2025,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Tanjungjaya,,Jumlah Desa/Kelurahan,desa/kel,2021,7,7,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Tanjungjaya,,Jumlah Desa/Kelurahan,desa/kel,2022,7,7,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Tanjungjaya,,Jumlah Desa/Kelurahan,desa/kel,2023,7,7,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Tanjungjaya,,Jumlah Desa/Kelurahan,desa/kel,2024,7,7,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Tanjungjaya,,Jumlah Desa/Kelurahan,desa/kel,2025,7,7,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sukaraja,,Jumlah Desa/Kelurahan,desa/kel,2021,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sukaraja,,Jumlah Desa/Kelurahan,desa/kel,2022,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sukaraja,,Jumlah Desa/Kelurahan,desa/kel,2023,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sukaraja,,Jumlah Desa/Kelurahan,desa/kel,2024,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
Pemerintahan,2.1.1,Jumlah Desa/Kelurahan Menurut Kecamatan 2021-2025,Sukaraja,,Jumlah Desa/Kelurahan,desa/kel,2025,8,8,ada,Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2022 Tanggal 15 Januari 2022 tentang Perubahan Atas
